tournament_id,tournament_title,tournament_status,tournament_kind,tournament_startAt,map,mode,duration,match_id,match_num,match_status,winner,entrant_a_id,entrant_a_score,entrant_b_id,entrant_b_score,game_number,set_number,score_a,score_b,score_draw,game_winner,P1,P2,P3,P4,P5,P6,Brawler1,Brawler2,Brawler3,Brawler4,Brawler5,Brawler6,Ban1,Ban2,Ban3,Ban4,Ban5,Ban6,Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,banned_brawlers_a,banned_brawlers_b,team_a_player_1_tag,team_a_player_1_brawler,team_a_player_1_gadget,team_a_player_1_starpower,team_a_player_1_kills,team_a_player_1_deaths,team_a_player_1_damage,team_a_player_2_tag,team_a_player_2_brawler,team_a_player_2_gadget,team_a_player_2_starpower,team_a_player_2_kills,team_a_player_2_deaths,team_a_player_2_damage,team_a_player_3_tag,team_a_player_3_brawler,team_a_player_3_gadget,team_a_player_3_starpower,team_a_player_3_kills,team_a_player_3_deaths,team_a_player_3_damage,team_b_player_1_tag,team_b_player_1_brawler,team_b_player_1_gadget,team_b_player_1_starpower,team_b_player_1_kills,team_b_player_1_deaths,team_b_player_1_damage,team_b_player_2_tag,team_b_player_2_brawler,team_b_player_2_gadget,team_b_player_2_starpower,team_b_player_2_kills,team_b_player_2_deaths,team_b_player_2_damage,team_b_player_3_tag,team_b_player_3_brawler,team_b_player_3_gadget,team_b_player_3_starpower,team_b_player_3_kills,team_b_player_3_deaths,team_b_player_3_damage
166107,Legends ,completed,single-elim,2025-08-21 18:59:33,Hideout,BOUNTY,132,102054037,1,done,TimaFisch,TimaFisch,3.0,NICE | TEAM,0.0,,1,2,0,0,TimaFisch,Bobi,FSH|Riyad,FischRust_BS,GamerHDBart,wiwi_|_Nice2,Matxin,ROSA,DRACO,KIT,MR. P,GRAY,COLETTE,CHUCK,JACKY,FINX,RICO,GUS,OLLIE,#PJPUGPP8G,#GUVR2GY8,#GJ2U8RCQ,#Q0YCPC9VC,#22QL8JRVP8,#2QQJCLV0UC,"CHUCK, JACKY, FINX","RICO, GUS, OLLIE",#PJPUGPP8G,ROSA,GROW LIGHT,PLANT LIFE,4,1,16088,#GUVR2GY8,DRACO,LAST STAND,SHREDDING,2,1,19326,#GJ2U8RCQ,KIT,CARDBOARD BOX,OVERLY ATTACHED,2,3,41630,#Q0YCPC9VC,MR. P,PORTER REINFORCEMENTS,HANDLE WITH CARE,0,2,32447,#22QL8JRVP8,GRAY,GRAND PIANO,NEW PERSPECTIVE,3,3,32465,#2QQJCLV0UC,COLETTE,NA-AH!,PUSH IT,2,3,85339
166107,Legends ,completed,single-elim,2025-08-21 18:59:33,No Excuses,BOUNTY,132,102054037,1,done,TimaFisch,TimaFisch,3.0,NICE | TEAM,0.0,,2,2,0,0,TimaFisch,Bobi,FischRust_BS,FSH|Riyad,wiwi_|_Nice2,GamerHDBart,Matxin,HANK,KIT,CHUCK,PIPER,COLT,NANI,LUMI,PAM,R-T,GUS,BYRON,MANDY,#PJPUGPP8G,#GJ2U8RCQ,#GUVR2GY8,#22QL8JRVP8,#Q0YCPC9VC,#2QQJCLV0UC,"LUMI, PAM, R-T","GUS, BYRON, MANDY",#PJPUGPP8G,HANK,BARRICADE,IT'S GONNA BLOW,1,1,8038,#GJ2U8RCQ,KIT,CARDBOARD BOX,OVERLY ATTACHED,3,0,23171,#GUVR2GY8,CHUCK,REROUTING,PIT STOP,0,2,9943,#22QL8JRVP8,PIPER,AUTO AIMER,SNAPPY SNIPING,2,2,24533,#Q0YCPC9VC,COLT,SPEEDLOADER,MAGNUM SPECIAL,1,0,54869,#2QQJCLV0UC,NANI,WARPIN' TIME,TEMPERED STEEL,0,2,42985
166107,Legends ,completed,single-elim,2025-08-21 18:59:33,New Horizons,KNOCKOUT,122,102054037,1,done,TimaFisch,TimaFisch,3.0,NICE | TEAM,0.0,,3,2,1,0,TimaFisch,Bobi,FSH|Riyad,FischRust_BS,GamerHDBart,wiwi_|_Nice2,Matxin,SHELLY,CHUCK,DOUG,SPROUT,GUS,RICO,MR. P,BROCK,MEEPLE,SQUEAK,LILY,KIT,#PJPUGPP8G,#GUVR2GY8,#GJ2U8RCQ,#Q0YCPC9VC,#22QL8JRVP8,#2QQJCLV0UC,"MR. P, BROCK, MEEPLE","SQUEAK, LILY, KIT",#PJPUGPP8G,SHELLY,CLAY PIGEONS,SHELL SHOCK,2,2,15369,#GUVR2GY8,CHUCK,GHOST TRAIN,PIT STOP,2,2,16844,#GJ2U8RCQ,DOUG,DOUBLE SAUSAGE,FAST FOOD,0,2,0,#Q0YCPC9VC,SPROUT,TRANSPLANT,OVERGROWTH,0,1,39465,#22QL8JRVP8,GUS,KOOKY POPPER,HEALTH BONANZA,2,1,23629,#2QQJCLV0UC,RICO,MULTIBALL LAUNCHER,SUPER BOUNCY,4,2,37459
165942,NT|Tournemants #3,completed,single-elim,2025-08-21 16:59:58,Hard Rock Mine,GEM GRAB,114,101960551,18,done,PSG`TEAM,PSG`TEAM,2.0,FATAL31,1.0,,1,0,2,0,FATAL31,Yakup🖤🥷,Kerem,Enes,Zeynepp,5€,XRL,AMBER,CHARLIE,CORDELIUS,LUMI,LILY,JANET,TARA,GUS,SHADE,BO,KENJI,JAE-YONG,#29U9J8CG9,#9LPCP8PCG,#YG0RP8RJG,#9PLRRJR0P,#P8VU0Q2P,#YLL8LRCGU,"TARA, GUS, SHADE","BO, KENJI, JAE-YONG",#29U9J8CG9,AMBER,DANCING FLAMES,SCORCHIN' SIPHON,1,6,17929,#9LPCP8PCG,CHARLIE,SPIDERS,DIGESTIVE,1,4,22460,#YG0RP8RJG,CORDELIUS,POISON MUSHROOM,MUSHROOM KINGDOM,2,2,16936,#9PLRRJR0P,LUMI,GRIM AND FROSTBITTEN,HALF-TIME,5,1,34952,#P8VU0Q2P,LILY,VANISH,VIGILANCE,6,1,39100,#YLL8LRCGU,JANET,BACKSTAGE PASS,STAGE VIEW,1,2,23742
165942,NT|Tournemants #3,completed,single-elim,2025-08-21 16:59:58,Pinball Dreams,BRAWL BALL,168,101960551,18,done,PSG`TEAM,PSG`TEAM,2.0,FATAL31,1.0,,2,2,1,0,PSG`TEAM,Kerem,Yakup🖤🥷,Enes,5€,Zeynepp,XRL,CARL,HANK,LUMI,LOU,AMBER,SANDY,TICK,WILLOW,DRACO,RICO,TARA,SHADE,#9LPCP8PCG,#29U9J8CG9,#YG0RP8RJG,#P8VU0Q2P,#9PLRRJR0P,#YLL8LRCGU,"TICK, WILLOW, DRACO","RICO, TARA, SHADE",#9LPCP8PCG,CARL,HEAT EJECTOR,PROTECTIVE PIROUETTE,4,3,39640,#29U9J8CG9,HANK,BARRICADE,IT'S GONNA BLOW,1,6,39083,#YG0RP8RJG,LUMI,GRIM AND FROSTBITTEN,42% BURNT,7,4,47521,#P8VU0Q2P,LOU,CRYO SYRUP,SUPERCOOL,2,5,32496,#9PLRRJR0P,AMBER,DANCING FLAMES,WILD FLAMES,9,4,71812,#YLL8LRCGU,SANDY,SWEET DREAMS,RUDE SANDS,2,3,42738
165942,NT|Tournemants #3,completed,single-elim,2025-08-21 16:59:58,Hideout,BOUNTY,132,101960551,18,done,PSG`TEAM,PSG`TEAM,2.0,FATAL31,1.0,,3,2,0,0,PSG`TEAM,Yakup🖤🥷,Enes,Kerem,5€,Zeynepp,XRL,BONNIE,SQUEAK,MR. P,KIT,MANDY,GENE,TICK,GUS,GRAY,PIPER,LILY,R-T,#29U9J8CG9,#YG0RP8RJG,#9LPCP8PCG,#P8VU0Q2P,#9PLRRJR0P,#YLL8LRCGU,"TICK, GUS, GRAY","PIPER, LILY, R-T",#29U9J8CG9,BONNIE,SUGAR RUSH,WISDOM TOOTH,0,1,11265,#YG0RP8RJG,SQUEAK,WINDUP,SUPER STICKY,3,0,21433,#9LPCP8PCG,MR. P,PORTER REINFORCEMENTS,HANDLE WITH CARE,2,3,39450,#P8VU0Q2P,KIT,CARDBOARD BOX,OVERLY ATTACHED,0,0,0,#9PLRRJR0P,MANDY,COOKIE CRUMBS,IN MY SIGHTS,4,4,38069,#YLL8LRCGU,GENE,LAMP BLOWOUT,MAGIC PUFFS,0,1,549
165942,NT|Tournemants #3,completed,single-elim,2025-08-21 16:59:58,Hard Rock Mine,GEM GRAB,120,101960559,26,done,Wee Union,Wee Union,2.0,anonymous,0.0,,1,2,1,0,Wee Union,DomatesBey,Tokyoヤ🤍,Kayra_Damar,Anwar,Néax,Šhádõw ヤ,GRAY,CORDELIUS,JANET,AMBER,GUS,BUSTER,SHADE,CARL,KIT,CHARLIE,RICO,BO,#9GV99ULVG,#PJP8QL0RQ,#VJ8C9GYV,#8GPURUJUC,#9UCPR2UYU,#22GLV88RG,"SHADE, CARL, KIT","CHARLIE, RICO, BO",#9GV99ULVG,GRAY,WALKING CANE,NEW PERSPECTIVE,2,1,22829,#PJP8QL0RQ,CORDELIUS,POISON MUSHROOM,COMBOSHROOMS,3,4,38724,#VJ8C9GYV,JANET,BACKSTAGE PASS,VOCAL WARM UP,2,2,36798,#8GPURUJUC,AMBER,DANCING FLAMES,SCORCHIN' SIPHON,5,1,32765,#9UCPR2UYU,GUS,KOOKY POPPER,SPIRIT ANIMAL,1,2,25677,#22GLV88RG,BUSTER,SLO-MO REPLAY,KEVLAR VEST,1,4,32456
165942,NT|Tournemants #3,completed,single-elim,2025-08-21 16:59:58,Sneaky Fields,BRAWL BALL,154,101960559,26,done,Wee Union,Wee Union,2.0,anonymous,0.0,,2,2,0,0,Wee Union,DomatesBey,Kayra_Damar,Tokyoヤ🤍,Anwar,Néax,Šhádõw ヤ,BULL,SQUEAK,AMBER,TARA,FRANK,JACKY,DRACO,KIT,DOUG,RICO,BIBI,CARL,#9GV99ULVG,#VJ8C9GYV,#PJP8QL0RQ,#8GPURUJUC,#9UCPR2UYU,#22GLV88RG,"DRACO, KIT, DOUG","RICO, BIBI, CARL",#9GV99ULVG,BULL,STOMPER,BERSERKER,4,4,41326,#VJ8C9GYV,SQUEAK,RESIDUE,SUPER STICKY,10,2,76143,#PJP8QL0RQ,AMBER,DANCING FLAMES,SCORCHIN' SIPHON,4,1,83217,#8GPURUJUC,TARA,SUPPORT FROM BEYOND,HEALING SHADE,2,6,59985,#9UCPR2UYU,FRANK,ACTIVE NOISE CANCELING,POWER GRAB,2,6,30396,#22GLV88RG,JACKY,PNEUMATIC BOOSTER,COUNTER CRUSH,3,6,35645
165942,NT|Tournemants #3,completed,single-elim,2025-08-21 16:59:58,Gem Fort,GEM GRAB,115,101960562,29,done,Wee Union,PSG`TEAM,0.0,Wee Union,3.0,,1,0,2,0,Wee Union,Yakup🖤🥷,Enes,Kerem,DomatesBey,Kayra_Damar,Tokyoヤ🤍,BO,LUMI,LILY,ASH,JANET,DRACO,JAE-YONG,AMBER,CARL,KAZE,AMBER,KIT,#29U9J8CG9,#YG0RP8RJG,#9LPCP8PCG,#9GV99ULVG,#VJ8C9GYV,#PJP8QL0RQ,"JAE-YONG, AMBER, CARL","KAZE, AMBER, KIT",#29U9J8CG9,BO,TRIPWIRE,SNARE A BEAR,1,5,49321,#YG0RP8RJG,LUMI,GRIM AND FROSTBITTEN,HALF-TIME,1,4,15033,#9LPCP8PCG,LILY,VANISH,VIGILANCE,3,4,36695,#9GV99ULVG,ASH,CHILL PILL,FIRST BASH,3,1,25800,#VJ8C9GYV,JANET,BACKSTAGE PASS,VOCAL WARM UP,4,3,42529,#PJP8QL0RQ,DRACO,LAST STAND,SHREDDING,6,1,42019
165942,NT|Tournemants #3,completed,single-elim,2025-08-21 16:59:58,Pinball Dreams,BRAWL BALL,93,101960562,29,done,Wee Union,PSG`TEAM,0.0,Wee Union,3.0,,2,0,2,0,Wee Union,Kerem,Enes,Yakup🖤🥷,DomatesBey,Kayra_Damar,Tokyoヤ🤍,CARL,SANDY,BO,BULL,LARRY & LAWRIE,GUS,R-T,ASH,RICO,SHADE,WILLOW,DOUG,#9LPCP8PCG,#YG0RP8RJG,#29U9J8CG9,#9GV99ULVG,#VJ8C9GYV,#PJP8QL0RQ,"R-T, ASH, RICO","SHADE, WILLOW, DOUG",#9LPCP8PCG,CARL,HEAT EJECTOR,PROTECTIVE PIROUETTE,3,1,45492,#YG0RP8RJG,SANDY,SWEET DREAMS,RUDE SANDS,1,3,20538,#29U9J8CG9,BO,TRIPWIRE,SNARE A BEAR,1,1,13737,#9GV99ULVG,BULL,STOMPER,BERSERKER,2,2,21825,#VJ8C9GYV,LARRY & LAWRIE,ORDER: FALL BACK,PROTOCOL: PROTECT,2,1,27142,#PJP8QL0RQ,GUS,KOOKY POPPER,SPIRIT ANIMAL,1,2,19292
165942,NT|Tournemants #3,completed,single-elim,2025-08-21 16:59:58,Dry Season,BOUNTY,133,101960562,29,done,Wee Union,PSG`TEAM,0.0,Wee Union,3.0,,3,1,2,0,Wee Union,Kerem,Yakup🖤🥷,Enes,DomatesBey,Kayra_Damar,Tokyoヤ🤍,CARL,GUS,GROM,KIT,GENE,OLLIE,TICK,LILY,GRAY,CORDELIUS,MR. P,MANDY,#9LPCP8PCG,#29U9J8CG9,#YG0RP8RJG,#9GV99ULVG,#VJ8C9GYV,#PJP8QL0RQ,"TICK, LILY, GRAY","CORDELIUS, MR. P, MANDY",#9LPCP8PCG,CARL,HEAT EJECTOR,PROTECTIVE PIROUETTE,0,2,19695,#29U9J8CG9,GUS,KOOKY POPPER,SPIRIT ANIMAL,1,0,45408,#YG0RP8RJG,GROM,RADIO CHECK,FOOT PATROL,2,0,28025,#9GV99ULVG,KIT,CARDBOARD BOX,OVERLY ATTACHED,1,2,14274,#VJ8C9GYV,GENE,LAMP BLOWOUT,SPIRIT SLAP,0,0,6588,#PJP8QL0RQ,OLLIE,ALL EYEZ ON ME,RENEGADE,1,1,12891
165942,NT|Tournemants #3,completed,single-elim,2025-08-21 16:59:58,Gem Fort,GEM GRAB,135,101960564,31,done,Wee Union,Wee Union,3.0,jumping team,0.0,,1,2,1,0,Wee Union,DomatesBey,Kayra_Damar,Tokyoヤ🤍,Emir,Arafat,Emre,ASH,JANET,CARL,TARA,LOU,GUS,KIT,AMBER,MAISIE,CHUCK,LUMI,BO,#9GV99ULVG,#VJ8C9GYV,#PJP8QL0RQ,#9YUVP2P90,#QGJPCRR0L,#GQ9P8QJG2,"KIT, AMBER, MAISIE","CHUCK, LUMI, BO",#9GV99ULVG,ASH,CHILL PILL,FIRST BASH,2,2,20915,#VJ8C9GYV,JANET,BACKSTAGE PASS,VOCAL WARM UP,8,0,61637,#PJP8QL0RQ,CARL,HEAT EJECTOR,PROTECTIVE PIROUETTE,2,2,37093,#9YUVP2P90,TARA,SUPPORT FROM BEYOND,BLACK PORTAL,3,2,50980,#QGJPCRR0L,LOU,CRYO SYRUP,SUPERCOOL,0,6,28756,#GQ9P8QJG2,GUS,KOOKY POPPER,HEALTH BONANZA,1,4,30329
165942,NT|Tournemants #3,completed,single-elim,2025-08-21 16:59:58,Triple Dribble,BRAWL BALL,75,101960564,31,done,Wee Union,Wee Union,3.0,jumping team,0.0,,2,2,0,0,Wee Union,DomatesBey,Kayra_Damar,Tokyoヤ🤍,Emre,Emir,Arafat,GRIFF,CORDELIUS,CARL,KENJI,BIBI,JUJU,HANK,SHADE,RICO,CHESTER,OTIS,JANET,#9GV99ULVG,#VJ8C9GYV,#PJP8QL0RQ,#GQ9P8QJG2,#9YUVP2P90,#QGJPCRR0L,"HANK, SHADE, RICO","CHESTER, OTIS, JANET",#9GV99ULVG,GRIFF,PIGGY BANK,BUSINESS RESILIENCE,1,0,24905,#VJ8C9GYV,CORDELIUS,POISON MUSHROOM,COMBOSHROOMS,6,0,31050,#PJP8QL0RQ,CARL,HEAT EJECTOR,PROTECTIVE PIROUETTE,1,1,20334,#GQ9P8QJG2,KENJI,HOSOMAKI HEALING,NIGIRI NEMESIS,1,2,21600,#9YUVP2P90,BIBI,VITAMIN BOOSTER,HOME RUN,0,3,6020,#QGJPCRR0L,JUJU,ELEMENTALIST,NUMBING NEEDLES,0,3,11205
166087,Misiek Cup - Qualifier 3,completed,single-elim,2025-08-21 16:30:10,Layer Cake,BOUNTY,133,101950567,6,done,LetzGoTotem,LetzGoTotem,2.0,Vanguard Xtreme,0.0,,1,2,0,0,LetzGoTotem,turuncu,Daniel_Toumi_Martin,TTM | Marfizi,TT:PuniTive,Ms_Foulder,YT:DeepBs,HANK,BUSTER,CHARLIE,CARL,SHADE,GENE,DRACO,MR. P,TICK,KIT,LILY,DOUG,#8YPVJU28C,#L99JR0RCY,#9LPVUP02J,#290RCJPPU9,#P9G20G9UG,#GJRYQPJRL,"DRACO, MR. P, TICK","KIT, LILY, DOUG",#8YPVJU28C,HANK,BARRICADE,IT'S GONNA BLOW,5,2,44046,#L99JR0RCY,BUSTER,SLO-MO REPLAY,KEVLAR VEST,1,1,19078,#9LPVUP02J,CHARLIE,SPIDERS,DIGESTIVE,0,0,24240,#290RCJPPU9,CARL,FLYING HOOK,PROTECTIVE PIROUETTE,1,2,46905,#P9G20G9UG,SHADE,LONGARMS,HARDENED HOODIE,2,2,25806,#GJRYQPJRL,GENE,VENGEFUL SPIRITS,MAGIC PUFFS,0,2,22358
166087,Misiek Cup - Qualifier 3,completed,single-elim,2025-08-21 16:30:10,Kaboom Canyon,HEIST,97,101950567,6,done,LetzGoTotem,LetzGoTotem,2.0,Vanguard Xtreme,0.0,,2,2,0,0,LetzGoTotem,TTM | Marfizi,Daniel_Toumi_Martin,turuncu,Ms_Foulder,YT:DeepBs,TT:PuniTive,CHUCK,AMBER,LUMI,R-T,BUZZ,COLT,KAZE,CORDELIUS,CHARLIE,MICO,EVE,ANGELO,#9LPVUP02J,#L99JR0RCY,#8YPVJU28C,#P9G20G9UG,#GJRYQPJRL,#290RCJPPU9,"KAZE, CORDELIUS, CHARLIE","MICO, EVE, ANGELO",#9LPVUP02J,CHUCK,REROUTING,TICKETS PLEASE!,2,3,27652,#L99JR0RCY,AMBER,DANCING FLAMES,WILD FLAMES,5,0,24315,#8YPVJU28C,LUMI,GRIM AND FROSTBITTEN,HALF-TIME,3,1,42704,#P9G20G9UG,R-T,OUT OF LINE,QUICK MATHS,1,2,20041,#GJRYQPJRL,BUZZ,RESERVE BUOY,EYES SHARP,2,4,7685,#290RCJPPU9,COLT,SPEEDLOADER,SLICK BOOTS,1,4,29215
166087,Misiek Cup - Qualifier 3,completed,single-elim,2025-08-21 16:30:10,Triple Dribble,BRAWL BALL,165,101950568,7,done,777,777,2.0,LetzGoTotem,0.0,,1,2,1,0,777,elnour5567,Braa_Eh,Kartonowy,TTM | Marfizi,Daniel_Toumi_Martin,turuncu,TARA,BARLEY,BONNIE,R-T,GRIFF,KAZE,WILLOW,CHARLIE,KIT,KIT,DRACO,CORDELIUS,#2Q2PYV02V,#Y020UJQU,#28PPLG2CY,#9LPVUP02J,#L99JR0RCY,#8YPVJU28C,"WILLOW, CHARLIE, KIT","KIT, DRACO, CORDELIUS",#2Q2PYV02V,TARA,SUPPORT FROM BEYOND,BLACK PORTAL,6,4,52843,#Y020UJQU,BARLEY,HERBAL TONIC,EXTRA NOXIOUS,5,2,63211,#28PPLG2CY,BONNIE,SUGAR RUSH,BLACK POWDER,4,2,61588,#9LPVUP02J,R-T,OUT OF LINE,RECORDING,0,5,22002,#L99JR0RCY,GRIFF,PIGGY BANK,BUSINESS RESILIENCE,2,5,34892,#8YPVJU28C,KAZE,GRACIOUS HOST,ADVANCED TECHNIQUES,6,5,56908
166087,Misiek Cup - Qualifier 3,completed,single-elim,2025-08-21 16:30:10,Hard Rock Mine,GEM GRAB,127,101950568,7,done,777,777,2.0,LetzGoTotem,0.0,,2,2,0,0,777,elnour5567,Kartonowy,Braa_Eh,TTM | Marfizi,Daniel_Toumi_Martin,turuncu,MOE,BO,KIT,HANK,GUS,OLLIE,CORDELIUS,SHADE,KAZE,DRACO,MR. P,LILY,#2Q2PYV02V,#28PPLG2CY,#Y020UJQU,#9LPVUP02J,#L99JR0RCY,#8YPVJU28C,"CORDELIUS, SHADE, KAZE","DRACO, MR. P, LILY",#2Q2PYV02V,MOE,DODGY DIGGING,SKIPPING STONES,4,1,51617,#28PPLG2CY,BO,SUPER TOTEM,SNARE A BEAR,1,1,60944,#Y020UJQU,KIT,CARDBOARD BOX,OVERLY ATTACHED,3,3,30227,#9LPVUP02J,HANK,BARRICADE,IT'S GONNA BLOW,1,4,23984,#L99JR0RCY,GUS,KOOKY POPPER,SPIRIT ANIMAL,3,2,44271,#8YPVJU28C,OLLIE,REGULATE,"KICK, PUSH",1,2,21645
165851,TNR Tournament #4,completed,single-elim,2025-08-21 12:59:02,Hideout,BOUNTY,102,101819025,66,done,KOLY,KOLY,2.0,SVAGA ESPORTS,0.0,,1,2,0,0,KOLY,Sameh,SaSa,Nabil,kverikz,PRO_3000,VladusKamus,BROCK,MORTIS,KAZE,DYNAMIKE,PIPER,COLT,ANGELO,LILY,KIT,MANDY,BEA,CARL,#GQCQYQ928,#L9UJP8G0C,#9GPRVJG2J,#9020L9RL8,#YQ8220LRJ,#8QQURYJR2,"ANGELO, LILY, KIT","MANDY, BEA, CARL",#GQCQYQ928,BROCK,ROCKET FUEL,ROCKET NO. 4,2,2,16176,#L9UJP8G0C,MORTIS,SURVIVAL SHOVEL,COILED SNAKE,2,1,12000,#9GPRVJG2J,KAZE,GRACIOUS HOST,GRATUITY INCLUDED,4,0,23356,#9020L9RL8,DYNAMIKE,SATCHEL CHARGE,DEMOLITION,1,3,7240,#YQ8220LRJ,PIPER,AUTO AIMER,SNAPPY SNIPING,1,2,26599,#8QQURYJR2,COLT,SPEEDLOADER,MAGNUM SPECIAL,1,3,17957
165851,TNR Tournament #4,completed,single-elim,2025-08-21 12:59:02,Pit Stop,HEIST,119,101819025,66,done,KOLY,KOLY,2.0,SVAGA ESPORTS,0.0,,2,2,0,0,KOLY,Sameh,SaSa,Nabil,kverikz,PRO_3000,VladusKamus,SHADE,BERRY,BONNIE,PEARL,MR. P,NITA,LARRY & LAWRIE,HANK,MELODIE,DYNAMIKE,KAZE,BARLEY,#GQCQYQ928,#L9UJP8G0C,#9GPRVJG2J,#9020L9RL8,#YQ8220LRJ,#8QQURYJR2,"LARRY & LAWRIE, HANK, MELODIE","DYNAMIKE, KAZE, BARLEY",#GQCQYQ928,SHADE,LONGARMS,SPOOKY SPEEDSTER,4,4,36399,#L9UJP8G0C,BERRY,HEALTHY ADDITIVES,FLOOR IS FINE,1,4,18311,#9GPRVJG2J,BONNIE,SUGAR RUSH,BLACK POWDER,3,2,34034,#9020L9RL8,PEARL,OVERCOOKED,HEAT RETENTION,1,4,30199,#YQ8220LRJ,MR. P,PORTER REINFORCEMENTS,REVOLVING DOOR,5,2,38838,#8QQURYJR2,NITA,BEAR PAWS,HYPER BEAR,4,2,27682
165851,TNR Tournament #4,completed,single-elim,2025-08-21 12:59:02,Goldarm Gulch,KNOCKOUT,184,101819026,67,done,Old twisk,TELL,0.0,Old twisk,2.0,,1,0,2,0,Old twisk,killer2,itachi,ssoomm,SABERSD,DZ|MAS,RS_|_ZORO,BONNIE,PEARL,DARRYL,GENE,TICK,BELLE,ANGELO,LILY,KIT,CHARLIE,MR. P,KIT,#2P09L02YC,#9UP092G0P,#9QUQRV809,#98JUGPUU,#92VRG8RJG,#9GYRVCLJP,"ANGELO, LILY, KIT","CHARLIE, MR. P, KIT",#2P09L02YC,BONNIE,SUGAR RUSH,BLACK POWDER,1,2,16045,#9UP092G0P,PEARL,OVERCOOKED,HEAT SHIELD,1,2,15522,#9QUQRV809,DARRYL,TAR BARREL,STEEL HOOPS,1,2,12834,#98JUGPUU,GENE,VENGEFUL SPIRITS,SPIRIT SLAP,4,1,22818,#92VRG8RJG,TICK,LAST HURRAH,AUTOMA-TICK RELOAD,0,1,30525,#9GYRVCLJP,BELLE,NEST EGG,POSITIVE FEEDBACK,2,1,52692
165851,TNR Tournament #4,completed,single-elim,2025-08-21 12:59:02,Safe Zone,HEIST,136,101819026,67,done,Old twisk,TELL,0.0,Old twisk,2.0,,2,0,2,0,Old twisk,killer2,itachi,ssoomm,DZ|MAS,RS_|_ZORO,SABERSD,BELLE,CROW,PEARL,BO,LILY,BONNIE,ANGELO,CHARLIE,CHUCK,CHARLIE,EVE,KIT,#2P09L02YC,#9UP092G0P,#9QUQRV809,#92VRG8RJG,#9GYRVCLJP,#98JUGPUU,"ANGELO, CHARLIE, CHUCK","CHARLIE, EVE, KIT",#2P09L02YC,BELLE,NEST EGG,POSITIVE FEEDBACK,4,4,44899,#9UP092G0P,CROW,DEFENSE BOOSTER,CARRION CROW,5,4,41950,#9QUQRV809,PEARL,OVERCOOKED,HEAT SHIELD,1,2,35267,#92VRG8RJG,BO,TRIPWIRE,SNARE A BEAR,3,1,48296,#9GYRVCLJP,LILY,VANISH,VIGILANCE,4,5,16150,#98JUGPUU,BONNIE,SUGAR RUSH,BLACK POWDER,3,4,40756
165851,TNR Tournament #4,completed,single-elim,2025-08-21 12:59:02,Layer Cake,BOUNTY,88,101819027,68,done,TmP TmP Birds,FREE AURA 🗿,0.0,TmP TmP Birds,2.0,,1,0,2,0,TmP TmP Birds,TB|ZEDOX,CKZS_Elian,NXS|RayZzeR64⛩,❄️Al-AZMI-10❄️,Krytf 么,Jamil_〆,PIPER,GROM,BONNIE,MR. P,BUSTER,JAE-YONG,KAZE,GENE,MAISIE,KAZE,LILY,KIT,#JR08YR2Y8,#GJPV2GLJ,#2L00VG8PCL,#802CJ2RC,#2R8J8C2RY,#QYP9Q0C8,"KAZE, GENE, MAISIE","KAZE, LILY, KIT",#JR08YR2Y8,PIPER,AUTO AIMER,AMBUSH,0,3,22931,#GJPV2GLJ,GROM,WATCHTOWER,X-FACTOR,1,3,15250,#2L00VG8PCL,BONNIE,SUGAR RUSH,BLACK POWDER,0,3,16653,#802CJ2RC,MR. P,PORTER REINFORCEMENTS,REVOLVING DOOR,4,0,31275,#2R8J8C2RY,BUSTER,SLO-MO REPLAY,KEVLAR VEST,4,0,26483,#QYP9Q0C8,JAE-YONG,WEEKEND WARRIOR,THE CROWD GOES MILD,1,1,8382
165851,TNR Tournament #4,completed,single-elim,2025-08-21 12:59:02,Triple Dribble,BRAWL BALL,45,101819027,68,done,TmP TmP Birds,FREE AURA 🗿,0.0,TmP TmP Birds,2.0,,2,0,2,0,TmP TmP Birds,TB|ZEDOX,CKZS_Elian,NXS|RayZzeR64⛩,❄️Al-AZMI-10❄️,Krytf 么,Jamil_〆,TICK,JACKY,BARLEY,KIT,MORTIS,MICO,FRANK,MELODIE,RICO,HANK,LILY,CROW,#JR08YR2Y8,#GJPV2GLJ,#2L00VG8PCL,#802CJ2RC,#2R8J8C2RY,#QYP9Q0C8,"FRANK, MELODIE, RICO","HANK, LILY, CROW",#JR08YR2Y8,TICK,MINE MANIA,WELL OILED,0,2,7080,#GJPV2GLJ,JACKY,PNEUMATIC BOOSTER,COUNTER CRUSH,1,1,8270,#2L00VG8PCL,BARLEY,HERBAL TONIC,MEDICAL USE,0,2,8280,#802CJ2RC,KIT,CARDBOARD BOX,OVERLY ATTACHED,5,0,21312,#2R8J8C2RY,MORTIS,SURVIVAL SHOVEL,COILED SNAKE,0,0,10900,#QYP9Q0C8,MICO,CLIPPING SCREAM,MONKEY BUSINESS,0,1,0
